hex_id,B_value
87be29a51ffffff,142.32343930006033
87be620adffffff,248.20996093749955
87be489b6ffffff,6.439567565918011
87be6a25dffffff,13.385437011718693
87be45226ffffff,85.44113159179682
87be6a909ffffff,16.769775390625057
87be6b58dffffff,8.4876708984375
87be6e2d9ffffff,17.86413574218747
87be4ad1affffff,5.578613281249998
87be46b41ffffff,5.802261352538977
87be6b90effffff,6.175544738769531
87be4486dffffff,63.83453369140625
87be7172dffffff,36.14582824707031
87be75aa2ffffff,56.90877532958996
87be74340ffffff,108.26794433593761
87be4c7a2ffffff,5.389984130859375
87be44101ffffff,78.40489196777347
87be70611ffffff,125.12878417968739
87be6e496ffffff,18.911468505859375
87be6a163ffffff,169.33935546875
87be7159bffffff,99.26895141601562
87be6e834ffffff,39.601127624511605
87be6ac9dffffff,9.984634399414006
87be48c89ffffff,8.364822387695312
87be4e46affffff,5.797103881835945
87be44365ffffff,29.125671386718636
87be71b0effffff,94.95855712890591
87be4186bffffff,2.229064941406307
87be6ab81ffffff,18.400558471679688
87be45528ffffff,97.38726806640642
87be45496ffffff,20.86156463623051
87be44946ffffff,50.56204223632818
87be43a89ffffff,4.50067138671875
87be75da3ffffff,62.120698928833
87be4c950ffffff,23.000213623046903
87be4c02affffff,21.664016723632784
87be4c1a2ffffff,15.587448120117216
87be6a216ffffff,7.87014770507821
87be41c86ffffff,1.511405944824304
87be4496bffffff,120.82913208007812
87be74222ffffff,155.93692016601562
87be44044ffffff,23.087799072265625
87be716cdffffff,8.494354248046932
87be41d80ffffff,3.5462875366210955
87be63671ffffff,55.682098388671875
87be74ae8ffffff,36.21971130371091
87be4a913ffffff,8.129882812500032
87be75011ffffff,102.79995727539057
87be63172ffffff,48.95044195652009
87be45b05ffffff,8.766479492187445
87be63c40ffffff,1.6578483581542915
87be4688cffffff,2.579383850097699
87be43b95ffffff,2.8708877563476562
87be622c2ffffff,101.8921508789062
87be6670effffff,23.29858016967777
87be71d08ffffff,338.952880859375
87be70249ffffff,162.22021484375003
87be7508affffff,212.9225463867183
87be4c54bffffff,8.14640045166017
87be75059ffffff,113.72431945800787
87be6a2e0ffffff,10.905838012695394
87be71315ffffff,40.65377807617182
87be44616ffffff,1.8065795898437074
87be73918ffffff,137.825469970703
87be682abffffff,75.54654502868651
87be6e79dffffff,6.133514404296875
87be6e963ffffff,68.22504043579102
87be63b83ffffff,13.408625602722175
87be6e7a2ffffff,15.307876586914062
87be6876bffffff,26.928794860839844
87be4c164ffffff,12.961334228515625
87be4e45effffff,6.912361145019531
87be62a41ffffff,4.646292686462397
87be6e862ffffff,36.91731071472164
87be40a75ffffff,16.339340209960895
87be6a74affffff,9.2952880859375
87be75714ffffff,164.1058959960933
87be4e9b2ffffff,21.95612335205078
87be62d91ffffff,143.93290710449213
87be74270ffffff,281.8614349365233
87be48cc1ffffff,6.2173538208008114
87be7038cffffff,88.14971923828071
87be40aa1ffffff,1.0531539916992472
87be71855ffffff,359.44281005859335
87be43a48ffffff,19.255374908447273
87be6a2b4ffffff,5.448730468750114
87be6a632ffffff,5.608673095703097
87be68632ffffff,16.109924316406307
87be6bd8bffffff,19.20004272460938
87be6b599ffffff,11.01554870605463
87be74899ffffff,13.037704467773445
87be4a953ffffff,4.681381225585943
87be29a49ffffff,50.732460021972656
87be622d0ffffff,91.47888183593753
87be63c1cffffff,16.082038879394528
87be4c39cffffff,8.204132080078097
87be4e04cffffff,2.126129150390632
87be6ed74ffffff,43.396377563476605
87be4e6a8ffffff,6.196258544921854
87be62c01ffffff,136.7969512939453
87be6e25cffffff,5.901657104492216
87be4c0d8ffffff,8.325935363769489
87be6a543ffffff,14.517074584960906
87be752a5ffffff,518.6016540527344
87be4e1a6ffffff,7.334022521972656
87be41d82ffffff,6.989852905273393
87be62b24ffffff,89.81425476074213
87be7395dffffff,103.8416137695312
87be4ea92ffffff,5.0948028564453125
87be41a84ffffff,2.1960372924803977
87be712a1ffffff,47.144302368164006
87be631aaffffff,6.182974815368647
87be68cc0ffffff,7.266456604003899
87be440a6ffffff,7.0736846923828995
87be62cdcffffff,238.57397460937494
87be489a0ffffff,6.261665344238409
87be6ac0effffff,39.97293090820313
87be622a2ffffff,181.43634033203125
87be75ba9ffffff,12.462372779846195
87be6b098ffffff,3.1037521362303977
87be604b0ffffff,76.84307098388673
87be4c893ffffff,13.77001953125
87be75696ffffff,152.02795410156256
87be43bb0ffffff,3.227569580078125
87be45b29ffffff,27.305267333984375
87be6a84cffffff,5.787658691406191
87be45332ffffff,30.163757324218686
87be60d28ffffff,33.28631591796875
87be75166ffffff,45.212844848632805
87be46b69ffffff,1.0853805541992045
87be4c14cffffff,17.172119140624915
87be448ccffffff,316.1999969482422
87be6a94effffff,6.576217651367216
87be74259ffffff,184.61132812500006
87be612ddffffff,25.11767864227295
87be62a75ffffff,2.065426826477051
87be6bd1dffffff,32.52558135986341
87be70286ffffff,124.07485961914057
87be43af6ffffff,7.819732666015625
87be40b00ffffff,0.47955322265620737
87be62672ffffff,207.1483764648433
87be75c71ffffff,82.2981414794921
87be6204bffffff,69.54388427734375
87be75d86ffffff,99.45722961425784
87be68cc4ffffff,9.545280456542962
87be62bb5ffffff,17.362380981445312
87be6b509ffffff,6.737701416015625
87be6eb62ffffff,45.87135887145999
87be714abffffff,59.25894165039054
87be63112ffffff,2.8692760467529292
87be4c766ffffff,4.3087158203125
87be4c92dffffff,12.185119628906222
87be4cc11ffffff,11.741577148437417
87be4ea4cffffff,2.82305908203125
87be40974ffffff,10.69961547851571
87be70b76ffffff,176.62872314453125
87be6acd6ffffff,13.68095397949213
87be666eeffffff,52.325260162353494
87be44a76ffffff,54.407928466796875
87be4ccb3ffffff,1.51621246337902
87be4ed83ffffff,6.9510955810546875
87be40a6affffff,21.692932128906307
87be6061cffffff,29.464900003746152
87be62259ffffff,60.600353240966825
87be68c88ffffff,12.029708862304643
87be6b52effffff,4.924499511718725
87be60492ffffff,57.7670440673828
87be7396effffff,199.05784606933594
87be6200cffffff,154.29174804687446
87be40d48ffffff,1.8960647583007812
87be6ad68ffffff,12.773681640624915
87be4cd42ffffff,7.800453186035213
87be6a31bffffff,16.982940673828182
87be634b0ffffff,232.55209350585932
87be710a0ffffff,169.18431091308597
87be75a50ffffff,16.654010772705078
87be4e3a6ffffff,19.049434661865245
87be7541effffff,289.18829345703125
87be68660ffffff,67.91736602783195
87be75699ffffff,105.44775390625
87be4c562ffffff,8.522148132324276
87be6a76effffff,22.01942443847659
87be70989ffffff,40.0400695800779
87be4545cffffff,14.863693237304688
87be6a2c8ffffff,11.553176879882784
87be6b931ffffff,27.163173675537088
87be4c932ffffff,108.6565093994141
87be4899bffffff,8.153770446777301
87be70b19ffffff,355.66448974609375
87be66272ffffff,86.33231401443477
87be40660ffffff,1.8382873535156254
87be71603ffffff,45.11248779296869
87be75a49ffffff,2.961832046508789
87be70028ffffff,140.54748535156227
87be74a21ffffff,31.652408599853523
87be6ec01ffffff,7.858970642089901
87be750a4ffffff,200.87033081054688
87be442a0ffffff,73.43127441406253
87be4ed5bffffff,6.45721435546875
87be6bc05ffffff,28.354675292968807
87be4426cffffff,18.839935302734375
87be41306ffffff,1.8554840087891051
87be686deffffff,59.316761016845746
87be41329ffffff,3.6915512084960085
87be4c4eeffffff,12.087524414062514
87be41c24ffffff,14.356262207031278
87be6eae9ffffff,16.495510101318352
87be664e9ffffff,6.2904706001281845
87be48ca9ffffff,15.121253967285156
87be62366ffffff,27.055526733398438
87be4ea22ffffff,10.780654907226562
87be62d44ffffff,113.0654067993163
87be4e489ffffff,1.4672698974609304
87be43855ffffff,6.635566711425781
87be46909ffffff,58.79216003417977
87be4cc5affffff,12.932609558105497
87be4c055ffffff,22.98797607421878
87be632abffffff,44.92227172851564
87be4ca2affffff,3.3922042846680256
87be62950ffffff,26.098106384277415
87be6aa4affffff,101.11032104492188
87be66753ffffff,55.16482543945321
87be75b5cffffff,23.089310169219967
87be4e26affffff,5.928081512451163
87be60672ffffff,17.214583873748783
87be6a6f2ffffff,4.037933349609403
87be6304dffffff,44.188777923583984
87be6e136ffffff,25.39610290527351
87be63a55ffffff,22.058059692382855
87be6b12affffff,4.5860748291015625
87be62c92ffffff,225.980224609375
87be71b01ffffff,140.7538452148438
87be4c836ffffff,5.211151123046875
87be4a810ffffff,3.4701385498046893
87be4ea5cffffff,5.555244445800781
87be41c2cffffff,28.030456542968693
87be4ed40ffffff,9.564338684082028
87be4c742ffffff,3.9439239501953125
87be6c48bffffff,32.665528059005695
87be412eeffffff,2.7776336669922017
87be45264ffffff,25.71195983886713
87be45232ffffff,134.0817260742188
87be75160ffffff,62.742225646972656
87be4ece5ffffff,2.918872833251953
87be62c5affffff,191.97256469726562
87be44d9cffffff,241.03295898437497
87be6851effffff,12.986679077148409
87be6a420ffffff,5.870483398437498
87be41ab4ffffff,2.0062561035155966
87be7101dffffff,61.81860351562494
87be4c85cffffff,4.123672485351509
87be6669cffffff,6.24443817138671
87be6ec1affffff,10.76320648193358
87be4561bffffff,8.804443359375
87be45c81ffffff,184.05978393554682
87be63420ffffff,27.6352920532227
87be40af3ffffff,2.1803588867187504
87be6852bffffff,4.589805603027301
87be75371ffffff,57.45919799804693
87be621aaffffff,172.9458618164063
87be45b14ffffff,42.674407958984375
87be41271ffffff,3.7053680419922017
87be68086ffffff,28.761993408203125
87be4c60cffffff,4.722183227539006
87be43740ffffff,6.0105133056640625
87be6e254ffffff,16.482421874999883
87be7521dffffff,191.04003906250045
87be6e4f6ffffff,42.97891235351557
87be46983ffffff,12.209426879882816
87be4ea0cffffff,6.633506774902344
87be75ae8ffffff,46.06689453124996
87be4a00bffffff,18.044013977050767
87be62398ffffff,311.5487670898442
87be4695effffff,1.4653167724609943
87be70758ffffff,159.4327392578124
87be71d95ffffff,273.85119628906256
87be46865ffffff,86.61601257324219
87be45564ffffff,28.106811523437557
87be43834ffffff,6.438194274902344
87be44153ffffff,32.87185668945318
87be6bdadffffff,27.096069335937504
87be748f0ffffff,41.95114898681635
87be700edffffff,150.6458740234375
87be6a09cffffff,91.00735473632812
87be6a803ffffff,4.560913085937386
87be6bd11ffffff,51.829467773437585
87be41226ffffff,1.7748794555664347
87be6aa76ffffff,18.443862915038977
87be60428ffffff,18.13936614990235
87be409a2ffffff,14.483695983886804
87be45ba0ffffff,44.393859863281236
87be71305ffffff,95.62692260742188
87be468c4ffffff,3.5861511230469034
87be71a5dffffff,30.959045410156307
87be41925ffffff,42.73382568359378
87be71d61ffffff,390.1193847656245
87be44513ffffff,6.555892944336023
87be6e710ffffff,14.307220458984403
87be75c4effffff,87.03616333007812
87be4e0c9ffffff,11.772495269775387
87be66792ffffff,24.806079864501953
87be43a24ffffff,2.7495689392089844
87be6ea5cffffff,11.315705299377441
87be41b0cffffff,2.5612335205078125
87be7432effffff,73.9118347167968
87be44d55ffffff,53.746673583984375
87be70908ffffff,145.781951904297
87be606e5ffffff,19.227896787226204
87be6348affffff,84.37969970703136
87be44a5dffffff,58.38351440429682
87be4ea50ffffff,5.220497131347656
87be6e870ffffff,58.375143051147546
87be7006bffffff,155.50213623046886
87be71d45ffffff,193.9146118164058
87be4181dffffff,12.140113830566435
87be43302ffffff,6.658428192138672
87be40908ffffff,3.8735504150390057
87be632d8ffffff,56.3380126953125
87be6b995ffffff,42.772758483886676
87be44765ffffff,9.315338134765675
87be4e083ffffff,4.582839965820305
87be4505cffffff,3.789688110351591
87be4eab1ffffff,13.716331481933594
87be6388effffff,0.3532142639160123
87be4cb53ffffff,5.413276672363196
87be4e22affffff,7.43513488769532
87be62ceeffffff,113.0532836914067
87be6a95dffffff,5.539093017578125
87be41455ffffff,5.395530700683594
87be62733ffffff,147.42504882812523
87be62b2dffffff,36.29739379882821
87be626e6ffffff,126.41305541992199
87be46818ffffff,5.3138046264648295
87be71b6affffff,215.3055419921875
87be62898ffffff,62.48123168945307
87be606aaffffff,17.34758758544922
87be6b125ffffff,6.8442535400390625
87be414c6ffffff,4.441986083984375
87be6ec63ffffff,86.69026184082033
87be6a860ffffff,268.0598907470703
87be45206ffffff,110.72778320312504
87be5d964ffffff,7.882568359375
87be66205ffffff,125.95815038681027
87be6e043ffffff,5.276550292968691
87be40275ffffff,6.934265136718809
87be4eb4dffffff,4.039199829101577
87be458aeffffff,58.83441162109375
87be4e750ffffff,4.699447631835938
87be43360ffffff,5.999385833740236
87be75599ffffff,380.96038818359386
87be75003ffffff,81.665771484375
87be74066ffffff,143.9908447265624
87be623a6ffffff,100.9383544921875
87be60ce4ffffff,14.046252951025963
87be62271ffffff,119.70476531982416
87be63dacffffff,62.39076232910158
87be41a76ffffff,4.68376922607429
87be41191ffffff,1.2550888061524006
87be6a31cffffff,24.170288085937507
87be66619ffffff,69.98734283447268
87be6c4d2ffffff,42.37007236480714
87be6aa01ffffff,38.17045593261719
87be4ca1dffffff,1.9736022949219034
87be62ae0ffffff,62.51832580566399
87be4a8d3ffffff,9.331108093261722
87be410a4ffffff,1.3965988159180114
87be6211cffffff,280.18994140625045
87be7179bffffff,25.352737426757812
87be62c5effffff,133.06002807617188
87be750a2ffffff,127.22387695312503
87be4c568ffffff,8.938133239746108
87be6e991ffffff,34.67474365234369
87be60d18ffffff,168.58001995086676
87be6869bffffff,51.56446075439449
87be71955ffffff,404.7794799804683
87be4e325ffffff,14.123462677001953
87be68c63ffffff,34.05623018741608
87be638d9ffffff,16.877548217773448
87be41ce4ffffff,2.5420913696289062
87be44d0affffff,104.61871337890636
87be6266cffffff,195.09115600585926
87be46ac9ffffff,1.2735366821289067
87be4a984ffffff,10.17500305175783
87be750b0ffffff,148.94488525390628
87be710f1ffffff,72.33593749999994
87be60549ffffff,7.017436228692535
87be4562dffffff,28.46881103515625
87be412b4ffffff,11.361068725585941
87be7016effffff,102.67749023437591
87be48c51ffffff,6.721412658691406
87be6a169ffffff,280.9950714111329
87be71530ffffff,192.73242187500006
87be45cc6ffffff,36.969482421875
87be4ea41ffffff,6.842201232910142
87be6e956ffffff,140.10067749023435
87be75795ffffff,107.12341308593795
87be414ddffffff,2.1142120361328125
87be6376affffff,28.198074340820327
87be4116affffff,1.8415985107422017
87be40666ffffff,2.922805786132813
87be4adadffffff,5.334598541259778
87be4178affffff,5.614204406738281
87be40905ffffff,3.179275512695284
87be6b524ffffff,25.892242431640597
87be66699ffffff,3.2819995880126918
87be48404ffffff,8.385536193847663
87be6b544ffffff,2.6804962158203995
87be6a814ffffff,9.76795959472642
87be6e91effffff,178.92202758789062
87be6a6a3ffffff,2.7899169921873863
87be4ec8effffff,4.031585693359382
87be756adffffff,118.28527832031295
87be6e046ffffff,6.783409118652514
87be6e2f3ffffff,18.973571777343768
87be6a8c9ffffff,398.52079772949224
87be740a8ffffff,115.06591796875
87be71c4cffffff,309.90222167968705
87be4eadaffffff,4.508632659912109
