hex_id,elevation
87be63cd3ffffff,69.10408782958984
87be41c22ffffff,128.3048706054688
87be4ac16ffffff,59.87662124633789
87be4ab10ffffff,53.72408676147461
87be63049ffffff,35.91770553588867
87be666adffffff,113.9636535644531
87be60693ffffff,5.159669876098633
87be71192ffffff,339.7973327636719
87be7128effffff,163.0
87be684aeffffff,210.7642364501953
87be6b8b1ffffff,84.53271484375
87be453a0ffffff,216.3793334960938
87be4cce9ffffff,119.3196868896484
87be4a875ffffff,37.00007629394531
87be680e0ffffff,52.02262115478516
87be4a01bffffff,27.65716171264648
87be40894ffffff,103.7185592651367
87be4322dffffff,59.93596267700195
87be6bcabffffff,198.47802734375
87be6a6ccffffff,115.9838180541992
87be4ec76ffffff,57.34156036376953
87be710ddffffff,178.5591125488281
87be66788ffffff,107.5583877563477
87be4015bffffff,87.26204681396484
87be63070ffffff,10.57307720184326
87be70a14ffffff,1080.980224609375
87be45c18ffffff,433.2881164550781
87be71b74ffffff,466.43017578125
87be75d0bffffff,63.87374496459961
87be44d34ffffff,336.2548522949219
87be74172ffffff,184.4928588867188
87be6ac99ffffff,266.3288879394531
87be44414ffffff,127.538444519043
87be468f1ffffff,119.9219818115234
87be6055effffff,68.28853607177734
87be41350ffffff,105.9787368774414
87be4a154ffffff,63.11008834838867
87be4599effffff,636.6287231445312
87be68782ffffff,183.5636444091797
87be4a801ffffff,69.77385711669922
87be4a846ffffff,54.05378723144531
87be6e2b3ffffff,203.4920654296875
87be74313ffffff,287.8434143066406
87be446daffffff,100.3278732299805
87be62d31ffffff,34.40041732788086
87be6eb9cffffff,46.97522735595703
87be63db4ffffff,78.35879516601562
87be4c834ffffff,144.7094573974609
87be74282ffffff,1024.327514648438
87be40110ffffff,89.3145980834961
87be6842cffffff,184.5982055664062
87be7576effffff,275.87451171875
87be44a98ffffff,234.4015502929688
87be63873ffffff,-34.56323623657227
87be4e061ffffff,67.98619079589844
87be40319ffffff,86.5259780883789
87be75dacffffff,86.24032592773438
87be43740ffffff,57.2471809387207
87be6ea75ffffff,31.30355262756348
87be70368ffffff,584.3211059570312
87be6ed4effffff,180.3401336669922
87be4516cffffff,324.6646728515625
87be6e4c0ffffff,339.1064147949219
87be62074ffffff,525.1133422851562
87be70233ffffff,652.1234130859375
87be63991ffffff,96.458740234375
87be6e4caffffff,356.3883056640625
87be4ed81ffffff,63.23212814331055
87be46b4effffff,109.8029937744141
87be66488ffffff,0.2703019678592682
87be70605ffffff,404.0570678710938
87be41c9dffffff,100.3435287475586
87be6bd76ffffff,190.5326843261719
87be75622ffffff,1478.629150390625
87be63a58ffffff,132.8733978271484
87be6e248ffffff,166.5007171630859
87be63905ffffff,-24.89398384094238
87be75051ffffff,193.0631256103516
87be632e9ffffff,335.7292175292969
87be41126ffffff,128.1050720214844
87be400ecffffff,81.12950134277344
87be70161ffffff,1108.640258789062
87be7190dffffff,709.7525634765625
87be44188ffffff,173.2586975097656
87be452a9ffffff,393.7202453613281
87be41da0ffffff,122.4348831176758
87be44865ffffff,765.8236083984375
87be6b4d3ffffff,132.5016479492188
87be4e835ffffff,90.56555938720703
87be7398effffff,394.3197631835938
87be4e202ffffff,40.9794807434082
87be44b99ffffff,204.2986602783203
87be758dcffffff,1.426133275032043
87be6e053ffffff,151.0517730712891
87be63c04ffffff,16.70723152160645
87be6ad15ffffff,353.4970703125
87be48d8effffff,65.24701690673828
87be4ec9cffffff,51.46648025512695
87be4c61cffffff,118.0611801147461
87be6162affffff,-0.002728294814005494
87be71613ffffff,244.9951477050781
87be6bdb2ffffff,270.9984130859375
87be620b3ffffff,926.3731689453125
87be628a3ffffff,234.3893737792969
87be4394affffff,104.1463394165039
87be68645ffffff,110.7399520874023
87be4cd95ffffff,117.6407012939453
87be6e4e1ffffff,299.2517700195312
87be624d3ffffff,1202.24755859375
87be6e021ffffff,141.8362274169922
87be68723ffffff,145.7928314208984
87be4e0caffffff,72.5409927368164
87be4cac3ffffff,114.6765975952148
87be74a70ffffff,4.090335845947266
87be4ac05ffffff,67.29427337646484
87be4e369ffffff,59.39931488037109
87be6a663ffffff,152.4667358398438
87be4e982ffffff,98.0043716430664
87be6ed61ffffff,177.6174011230469
87be4ca83ffffff,121.3300170898438
87be62973ffffff,79.87224578857422
87be43396ffffff,75.20378112792969
87be402e2ffffff,92.11396026611328
87be68043ffffff,89.4815673828125
87be6a974ffffff,269.5503540039062
87be4530bffffff,364.4388732910156
87be63583ffffff,164.1263732910156
87be4398dffffff,72.82669067382812
87be62475ffffff,960.0404052734375
87be4081bffffff,105.8020629882812
87be628f4ffffff,89.61542510986328
87be4e2ebffffff,75.32461547851562
87be41aa5ffffff,116.3897171020508
87be710f3ffffff,249.2363433837891
87be63106ffffff,-21.0
87be6649bffffff,8.898320198059082
87be43229ffffff,56.47687149047852
87be6a2cdffffff,176.5938262939453
87be66251ffffff,381.4503784179688
87be61680ffffff,190.720947265625
87be4e94bffffff,74.15391540527344
87be4e980ffffff,82.73835754394531
87be708e0ffffff,1405.185913085938
87be6e075ffffff,140.0
87be4105effffff,101.8682556152344
87be4a84dffffff,55.55812454223633
87be68321ffffff,-33.8466796875
87be6b91affffff,67.74541473388672
87be6e381ffffff,152.2263336181641
87be68ca1ffffff,89.20796966552734
87be74302ffffff,567.3672485351562
87be4138cffffff,92.21410369873047
87be63acbffffff,79.49445343017578
87be74219ffffff,367.3391723632812
87be70a8affffff,1036.36474609375
87be440b3ffffff,133.3570556640625
87be4ccd5ffffff,84.51497650146484
87be71b2cffffff,948.8192749023438
87be75694ffffff,685.4584350585938
87be4c50bffffff,74.0
87be5da51ffffff,45.46575927734375
87be60785ffffff,127.7923965454102
87be448b2ffffff,504.4209899902344
87be6bc81ffffff,177.6564483642578
87be6bd2dffffff,83.64263916015625
87be4ab16ffffff,47.25713348388672
87be4e4cbffffff,41.0074462890625
87be6225affffff,235.7636871337891
87be6e38bffffff,158.1916809082031
87be41716ffffff,84.48221588134766
87be63a1dffffff,62.62575912475586
87be402a5ffffff,80.54743957519531
87be63c56ffffff,3.587178468704224
87be62c62ffffff,431.1911010742188
87be4c31dffffff,128.4742736816406
87be4e366ffffff,68.18196868896484
87be686f5ffffff,84.88079071044922
87be45c71ffffff,280.6724243164062
87be60c33ffffff,-12.70768070220947
87be6295dffffff,286.1115417480469
87be635aeffffff,128.5237884521484
87be4e372ffffff,47.27379608154297
87be48d1bffffff,87.22492218017578
87be411abffffff,106.3412780761719
87be6e714ffffff,241.8549346923828
87be71b32ffffff,1436.646850585938
87be75626ffffff,1078.498901367188
87be62c32ffffff,306.2305908203125
87be6ea59ffffff,10.62455368041992
87be6ecb5ffffff,121.2043380737305
87be4c88dffffff,160.3312683105469
87be4e8d0ffffff,80.85619354248047
87be63a2affffff,69.1953125
87be44b96ffffff,463.6159362792969
87be6a40cffffff,162.7401123046875
87be44960ffffff,444.7434692382812
87be45219ffffff,361.4103088378906
87be4330cffffff,58.65746307373047
87be6e212ffffff,158.7522277832031
87be6e0abffffff,175.1585998535156
87be4c50cffffff,74.0
87be4e703ffffff,60.1104736328125
87be44ac2ffffff,355.5506591796875
87be4cd49ffffff,147.2477874755859
87be7168cffffff,165.2693328857422
87be40b1bffffff,109.9564361572266
87be663b6ffffff,4.84413480758667
87be44544ffffff,155.7378845214844
87be46063ffffff,112.6918640136719
87be44815ffffff,287.4762268066406
87be447b5ffffff,114.1528472900391
87be41990ffffff,165.3065490722656
87be686e0ffffff,134.7231292724609
87be6286bffffff,429.575927734375
87be45d63ffffff,591.7518920898438
87be70066ffffff,1203.933959960938
87be430eeffffff,62.6245231628418
87be7406cffffff,653.2510986328125
87be62762ffffff,883.9059448242188
87be4ed2effffff,95.84563446044922
87be74dabffffff,78.6842269897461
87be45809ffffff,439.3938598632812
87be6ecdeffffff,139.6277618408203
87be46b42ffffff,115.7044906616211
87be4e0d4ffffff,71.7657241821289
87be6a25affffff,175.7532653808594
87be4cb8bffffff,135.7756500244141
87be6bca3ffffff,192.0559387207031
87be7509cffffff,635.7532348632812
87be71903ffffff,805.73486328125
87be62755ffffff,1352.848266601562
87be40390ffffff,79.99813842773438
87be6a918ffffff,282.1911315917969
87be40243ffffff,90.21524810791016
87be629aaffffff,47.10832214355469
87be751aaffffff,394.5420532226562
87be7570cffffff,1089.527099609375
87be4a8f6ffffff,67.20526885986328
87be4eb84ffffff,75.48438262939453
87be45d12ffffff,518.6380004882812
87be4169effffff,52.39015197753906
87be63d71ffffff,31.84720230102539
87be71ca4ffffff,1036.842651367188
87be5d355ffffff,37.11331558227539
87be4c9a2ffffff,115.4939041137695
87be6671dffffff,81.91259002685547
87be75676ffffff,1278.27392578125
87be75384ffffff,382.4453735351562
87be68074ffffff,-0.009052607230842113
87be660f6ffffff,-18.12458610534668
87be4ac5affffff,61.04025650024414
87be4c844ffffff,167.2872924804688
87be6360bffffff,596.3933715820312
87be62c63ffffff,566.7943725585938
87be63d16ffffff,11.55906391143799
87be712f4ffffff,172.2706604003906
87be6255cffffff,979.28125
87be410dbffffff,94.98634338378906
87be4530effffff,362.2116088867188
87be41493ffffff,87.84305572509766
87be7135bffffff,202.6666412353516
87be71d5effffff,1066.5361328125
87be450e9ffffff,344.8663024902344
87be6e708ffffff,223.0737915039062
87be6ea21ffffff,60.30942535400391
87be4482dffffff,524.257080078125
87be4026dffffff,98.02804565429688
87be7025dffffff,477.701416015625
87be6a2c3ffffff,193.0255126953125
87be41298ffffff,83.03657531738281
87be6a571ffffff,197.2597045898438
87be402b0ffffff,77.13211059570312
87be6620effffff,126.5181655883789
87be44c60ffffff,637.88330078125
87be75180ffffff,293.8136291503906
87be6300affffff,22.22883796691895
87be60719ffffff,60.40908432006836
87be450b0ffffff,175.7813568115234
87be4e211ffffff,43.88873672485352
87be430edffffff,74.15988159179688
87be4ca0cffffff,116.4903793334961
87be68704ffffff,140.9465942382812
87be7414cffffff,148.7697601318359
87be60713ffffff,71.46843719482422
87be6e158ffffff,154.8588714599609
87be63a36ffffff,0.0
87be75d41ffffff,78.71825408935547
87be4170cffffff,96.11732482910156
87be63300ffffff,75.71671295166016
87be71c54ffffff,591.1131591796875
87be71cd1ffffff,442.6257629394531
87be46966ffffff,152.6692047119141
87be4525dffffff,212.6204986572266
87be4ecc2ffffff,55.43431091308594
87be703a9ffffff,1028.6767578125
87be4c71affffff,113.3268051147461
87be71cd4ffffff,383.3992309570312
87be60659ffffff,-5.432377338409424
87be41c06ffffff,118.3018035888672
87be703b0ffffff,581.2682495117188
87be408eaffffff,100.7631759643555
87be63b9cffffff,35.41818237304688
87be6e402ffffff,269.1881103515625
87be628eaffffff,141.0494079589844
87be6ea60ffffff,-6.059787273406982
87be48581ffffff,69.98834991455078
87be684a3ffffff,209.6074981689453
87be44c43ffffff,517.7980346679688
87be6ac93ffffff,226.6856536865234
87be6b558ffffff,141.2982482910156
87be4849effffff,60.59305953979492
87be409a4ffffff,144.0240325927734
87be751aeffffff,287.0928955078125
87be4cd51ffffff,101.2196350097656
87be44d1cffffff,338.0789184570312
87be40d5effffff,99.64201354980469
87be6bceaffffff,161.6855316162109
87be74050ffffff,576.060546875
87be7076cffffff,584.4608764648438
87be62ba3ffffff,123.5289306640625
87be4ccc9ffffff,111.5680160522461
87be75253ffffff,1471.862548828125
87be68ce6ffffff,53.68817520141602
87be419a4ffffff,212.21240234375
87be70168ffffff,1024.431274414062
87be45a4cffffff,341.6507568359375
87be44d8effffff,899.7556762695312
87be4c021ffffff,144.2162170410156
87be457b2ffffff,141.61083984375
87be48554ffffff,68.05760955810547
87be45051ffffff,224.7485961914062
87be74c5effffff,289.4174194335938
87be70330ffffff,955.5112915039062
87be68081ffffff,67.8514175415039
87be74c6dffffff,195.022216796875
87be62c59ffffff,512.5399169921875
87be6e8d0ffffff,157.1736450195312
87be6e190ffffff,133.6611175537109
87be4120effffff,95.68896484375
87be48424ffffff,62.9178352355957
87be4e324ffffff,82.69998931884766
87be4ad86ffffff,52.0
87be6351affffff,81.25782012939453
87be4cd43ffffff,120.62353515625
87be40299ffffff,69.0
87be4e8a3ffffff,70.5095443725586
87be7076bffffff,729.9769897460938
87be439a1ffffff,72.20966339111328
87be45853ffffff,428.1772155761719
87be44173ffffff,160.31005859375
87be6aa0affffff,345.7031860351562
87be46d6effffff,131.1857452392578
87be4e274ffffff,64.63269805908203
87be70976ffffff,803.6210327148438
87be62c8affffff,425.0241088867188
87be682c4ffffff,32.34624099731445
87be63998ffffff,80.06446838378906
87be4ec93ffffff,59.84833908081055
87be45ab6ffffff,322.4710083007812
87be63073ffffff,19.49866676330566
87be6850cffffff,152.4830322265625
87be6acb1ffffff,259.9557495117188
87be74171ffffff,257.655029296875
87be43b1effffff,65.2789306640625
87be71cc2ffffff,741.0848999023438
87be45a05ffffff,444.2044372558594
87be71172ffffff,336.4589538574219
87be6ed16ffffff,100.104606628418
87be75d65ffffff,-27.29488754272461
87be409b2ffffff,110.7965698242188
87be68399ffffff,120.6259460449219
87be62165ffffff,261.4324951171875
87be46acdffffff,100.7096786499023
87be4c961ffffff,169.6363372802734
87be68098ffffff,55.14968872070312
87be45c69ffffff,300.7020263671875
87be4e009ffffff,88.56458282470703
87be4e41cffffff,50.79733276367188
87be41249ffffff,105.633674621582
87be6324cffffff,224.7267608642578
87be6b4c3ffffff,124.149787902832
87be41363ffffff,111.6560363769531
87be6840cffffff,187.5878448486328
87be63995ffffff,98.52892303466797
87be600b6ffffff,-15.95723819732666
87be62a6effffff,10.08934307098389
87be41933ffffff,275.4941711425781
87be4480cffffff,441.4722900390625
87be6639effffff,99.4958724975586
87be75510ffffff,701.1748046875
87be432f5ffffff,62.62635803222656
87be66289ffffff,462.1589050292969
87be71a90ffffff,318.7029113769531
87be6a371ffffff,241.5086364746094
87be71621ffffff,167.9562377929688
87be6aa6cffffff,173.0643615722656
87be4e2b2ffffff,66.0650405883789
87be40914ffffff,132.7869567871094
87be63c99ffffff,109.291877746582
87be4a84cffffff,52.64481353759766
87be75a75ffffff,10.47938346862793
87be48485ffffff,48.83926773071289
87be750d4ffffff,547.401123046875
87be6ad43ffffff,274.9175415039062
87be40766ffffff,79.04383850097656
87be6b8a4ffffff,72.99995422363281
87be6e221ffffff,115.3725967407227
87be6e684ffffff,281.7516479492188
87be754a8ffffff,1219.615844726562
87be4466effffff,108.2449035644531
87be70b2bffffff,1057.07861328125
87be4c3aeffffff,136.6873779296875
87be4e171ffffff,81.01717376708984
87be6169effffff,329.2076721191406
87be44b2dffffff,323.1528930664062
87be4e519ffffff,64.3234634399414
87be6ed86ffffff,81.09065246582031
87be5da5dffffff,52.68987274169922
87be63348ffffff,120.9768447875977
87be66208ffffff,133.5343322753906
87be71c69ffffff,1195.003540039062
87be6848affffff,197.9876403808594
87be4cc5bffffff,134.54296875
87be4c55bffffff,121.2652816772461
87be68040ffffff,56.95793533325195
87be756d3ffffff,1547.426391601562
87be71095ffffff,314.6151428222656
87be6029bffffff,-24.08990287780762
87be45759ffffff,195.8434448242188
87be6ea86ffffff,111.4934997558594
87be6a101ffffff,325.9147033691406
87be4e453ffffff,59.61465835571289
87be73972ffffff,258.8431396484375
