hex_id,value
87be71d89ffffff,1.2299614661662157
87be756c8ffffff,1.2180525180539632
87be71d02ffffff,1.2162593427381765
87be75590ffffff,1.2142561416694333
87be752e8ffffff,1.208147888937217
87be71113ffffff,1.2044289517488391
87be71966ffffff,1.2038853189345733
87be75403ffffff,1.1883040105550675
87be71d54ffffff,1.1858543964711508
87be71d01ffffff,1.1855192095673885
87be7541cffffff,1.1834205022586457
87be75634ffffff,1.1776201608148733
87be71941ffffff,1.1690709669259511
87be75676ffffff,1.1677897997035689
87be70940ffffff,1.1671854282943472
87be752c8ffffff,1.1600963843226781
87be70a40ffffff,1.1462725526373505
87be7199dffffff,1.1459443894071748
87be75258ffffff,1.1394444520950802
87be71daaffffff,1.138156651437466
87be75261ffffff,1.1313624443513157
87be71d72ffffff,1.1292122400846247
87be7082effffff,1.1264295092164647
87be7014effffff,1.1249122341540487
87be70128ffffff,1.1213953274757256
87be70ab3ffffff,1.1136968825390834
87be70148ffffff,1.1108804843116171
87be756e2ffffff,1.1105735083397346
87be70642ffffff,1.1056356087919545
87be71861ffffff,1.1042677446752267
87be756daffffff,1.1018383735430357
87be7521cffffff,1.1018144547922384
87be708e3ffffff,1.1010681737600692
87be71c34ffffff,1.093810145853265
87be7080dffffff,1.0911544443322334
87be6262effffff,1.0891805857587917
87be71963ffffff,1.0891377060754692
87be621adffffff,1.0857455062732184
87be62c49ffffff,1.0833858386269615
87be7525effffff,1.0815298091417458
87be71c32ffffff,1.0787499014188986
87be624d3ffffff,1.0757088496601728
87be7566effffff,1.0747432171380678
87be71118ffffff,1.0696830491305769
87be756c4ffffff,1.0696604692739609
87be754abffffff,1.068005224697559
87be621abffffff,1.0678901824874698
87be7095effffff,1.060900079307581
87be752ebffffff,1.0604046860199836
87be7508bffffff,1.0603312070043636
87be719b6ffffff,1.057558719259203
87be75665ffffff,1.0564113093955592
87be7526cffffff,1.0536603878365745
87be70945ffffff,1.053131917183818
87be71904ffffff,1.0527175439164536
87be625b2ffffff,1.0522487646005547
87be75211ffffff,1.0513310520724923
87be7082bffffff,1.0496786664505748
87be7082affffff,1.0443483935510234
87be621a8ffffff,1.044075782537392
87be75731ffffff,1.0431911101660194
87be71da1ffffff,1.0425819568522399
87be756cbffffff,1.0409402139037662
87be71d14ffffff,1.0404664434920479
87be70646ffffff,1.035944216055077
87be70801ffffff,1.028789015996253
87be7094cffffff,1.025730355544463
87be75418ffffff,1.0252776882770562
87be71973ffffff,1.0202862445033671
87be75404ffffff,1.0194296304635815
87be71d74ffffff,1.0192443439453758
87be62556ffffff,1.0178321949205034
87be71d76ffffff,1.0177379954577432
87be71d44ffffff,1.0177052839620364
87be752c4ffffff,1.0171669288433403
87be70a59ffffff,1.0169233252047125
87be75724ffffff,1.016906225752863
87be71036ffffff,1.0157355953444624
87be62494ffffff,1.0155596739506472
87be719a4ffffff,1.0136011722962934
87be75246ffffff,1.0080422187734193
87be754b6ffffff,1.0060836771448394
87be71844ffffff,1.005601383615189
87be71d6dffffff,1.0053308515809705
87be6260cffffff,1.0037917928657332
87be6262cffffff,0.998124131176217
87be756f1ffffff,0.9961122507217839
87be71862ffffff,0.992142927245669
87be71d29ffffff,0.990364764493543
87be70961ffffff,0.9890496727346966
87be752cdffffff,0.9878785410949549
87be71d46ffffff,0.9872634002233096
87be708e1ffffff,0.987154393383439
87be70671ffffff,0.9847627810946001
87be75725ffffff,0.9838591262519492
87be7198effffff,0.9825313719143755
87be62676ffffff,0.9822282069593452
87be7199cffffff,0.9805364663700048
87be711a8ffffff,0.9799381621109723
87be752dbffffff,0.9796783069843953
87be7096effffff,0.9748680487189708
87be742a2ffffff,0.9747566735583991
87be70944ffffff,0.9739332711412624
87be71b14ffffff,0.9738472907295289
87be75704ffffff,0.9726957920062211
87be71d81ffffff,0.9717877756724551
87be70963ffffff,0.9713514474478748
87be7194cffffff,0.9637253997212207
87be75622ffffff,0.9567170419692538
87be75259ffffff,0.9560232325350814
87be71989ffffff,0.9553753994069161
87be71965ffffff,0.9525505820888827
87be70174ffffff,0.9515597098200087
87be70029ffffff,0.9505400259529015
87be71992ffffff,0.9485630922030022
87be62672ffffff,0.9471213293424465
87be621aaffffff,0.9469198973705502
87be708dbffffff,0.9457465902309696
87be71969ffffff,0.9454442443605816
87be70965ffffff,0.9452256013941405
87be7196dffffff,0.9427928040273379
87be754b2ffffff,0.9415881027209482
87be62034ffffff,0.9403081375035593
87be75605ffffff,0.9345420520241625
87be70a49ffffff,0.9341207935580695
87be70129ffffff,0.933589876880257
87be7186cffffff,0.9332826420776303
87be752edffffff,0.9314053494275317
87be62085ffffff,0.9299243466573338
87be75596ffffff,0.9297709381795297
87be62cc3ffffff,0.9296946764393426
87be75493ffffff,0.9247892907202576
87be62483ffffff,0.9242306522873512
87be756e1ffffff,0.9207324870526576
87be75594ffffff,0.9197166380518971
87be7094dffffff,0.9187750214077004
87be7196affffff,0.9174229601365904
87be75430ffffff,0.9166084584819547
87be71b32ffffff,0.914831459794669
87be625a2ffffff,0.9138899261847443
87be71034ffffff,0.9127816685658195
87be75662ffffff,0.9118879794082542
87be70a8dffffff,0.9100783662451234
87be625b4ffffff,0.9096446332803262
87be70655ffffff,0.9086168691440721
87be75653ffffff,0.90323681570656
87be70144ffffff,0.9019256594172975
87be625b3ffffff,0.898932924200991
87be7086dffffff,0.8981906345578458
87be756c3ffffff,0.8962604257578112
87be75431ffffff,0.8941410585085194
87be75208ffffff,0.8939634510984527
87be71954ffffff,0.8921780595694849
87be71da3ffffff,0.8918286495567395
87be625a6ffffff,0.8898327141275907
87be7096bffffff,0.8875563682707053
87be75402ffffff,0.8873757569411542
87be71db5ffffff,0.8871987717649614
87be70ab2ffffff,0.8865137186804479
87be71872ffffff,0.886470370219115
87be742a6ffffff,0.8864564876025298
87be70876ffffff,0.8855569658280437
87be621a1ffffff,0.8847065694771552
87be62593ffffff,0.8842873037520624
87be71990ffffff,0.882998356303836
87be7560dffffff,0.8810594461843201
87be756e6ffffff,0.8807523908843732
87be62609ffffff,0.8804897874551346
87be7525dffffff,0.8766912415451362
87be7520bffffff,0.8729893273326164
87be62592ffffff,0.8716625011697348
87be75422ffffff,0.871516809788381
87be71972ffffff,0.8710159521902225
87be71c0affffff,0.8701772388749076
87be754f4ffffff,0.8690385869181965
87be75486ffffff,0.8685475143803946
87be75255ffffff,0.868445497950413
87be62582ffffff,0.8668937673927283
87be752daffffff,0.865080850794118
87be708e5ffffff,0.860924533348673
87be708d9ffffff,0.8595165895685101
87be62081ffffff,0.8588426154306688
87be71d2dffffff,0.8576156194219957
87be70a88ffffff,0.854936357414801
87be71855ffffff,0.8538384860561772
87be742a0ffffff,0.8525977332782739
87be7564cffffff,0.8519984965016847
87be7525affffff,0.8518890098596806
87be70946ffffff,0.8513575745091166
87be75668ffffff,0.8500736412618294
87be75615ffffff,0.8498804172526987
87be756ebffffff,0.8498633681911424
87be75735ffffff,0.8486924537385099
87be62605ffffff,0.846507427221291
87be620b5ffffff,0.8462291209905611
87be71c89ffffff,0.8460414125829953
87be6249bffffff,0.84554734562636
87be71d15ffffff,0.8450392337343127
87be71cacffffff,0.8435706382375551
87be62cddffffff,0.8434201663900867
87be62572ffffff,0.8432025669236137
87be70650ffffff,0.8424084207201623
87be71998ffffff,0.8411430892056301
87be71c80ffffff,0.8407290369554006
87be7191effffff,0.8402587650535158
87be70670ffffff,0.8389751556564771
87be75609ffffff,0.8383233028560045
87be742b1ffffff,0.8373816529711052
87be75626ffffff,0.8363111990614621
87be70141ffffff,0.8327951896436335
87be71921ffffff,0.8311834713274416
87be74288ffffff,0.8306441517939805
87be71b33ffffff,0.8302964681288442
87be70662ffffff,0.8297999672857023
87be719a5ffffff,0.8272746897753572
87be71d36ffffff,0.8259609701970779
87be70640ffffff,0.8255096763598123
87be754b0ffffff,0.8241157991341586
87be70ba5ffffff,0.8239466262442114
87be7548dffffff,0.8216951685277317
87be75701ffffff,0.8215096421813192
87be6259effffff,0.8208182084735126
87be756c6ffffff,0.8189879930649745
87be7509dffffff,0.818981862301063
87be75080ffffff,0.8164521667696457
87be719b1ffffff,0.8160681447470175
87be6262dffffff,0.8160315337558673
87be75722ffffff,0.8157727931235949
87be62714ffffff,0.8144843066507329
87be754b4ffffff,0.8117668994161238
87be622f2ffffff,0.8099540359718342
87be71923ffffff,0.8087223117562979
87be7571bffffff,0.8066785734543261
87be624dcffffff,0.8030251787961076
87be70a60ffffff,0.8026506861189939
87be71d85ffffff,0.7987982841441482
87be70a46ffffff,0.7985402845923454
87be7526affffff,0.7979607728247217
87be756eeffffff,0.7976543110431615
87be71d10ffffff,0.7975115237619409
87be752c9ffffff,0.7964091541530813
87be62cdbffffff,0.7962170242231461
87be75253ffffff,0.7958421962735923
87be71984ffffff,0.7945491525079966
87be7015dffffff,0.7943619949069346
87be7186affffff,0.7942061585062388
87be7405effffff,0.7929531259174829
87be620abffffff,0.7922280799261031
87be756eaffffff,0.7898539698283291
87be71944ffffff,0.7896687457788484
87be70a4dffffff,0.7889317395853654
87be75631ffffff,0.7874010843541803
87be71d40ffffff,0.7873307103833109
87be70825ffffff,0.7856929915723843
87be756edffffff,0.7850994502745567
87be7508affffff,0.7844066137226782
87be75666ffffff,0.7833756751826654
87be7404effffff,0.7820632451939842
87be6240dffffff,0.7816716562078142
87be70ad6ffffff,0.7805426065598371
87be70956ffffff,0.7798978972435302
87be6249effffff,0.7790125563634427
87be7560bffffff,0.777528219198728
87be70064ffffff,0.7771710268534869
87be75090ffffff,0.7763787573539831
87be62625ffffff,0.7759938033551897
87be62c9affffff,0.7759627491764368
87be71d55ffffff,0.7745229731977843
87be75251ffffff,0.7738930863835569
87be70bb0ffffff,0.7736026678253282
87be621a3ffffff,0.7731785552540644
87be6208affffff,0.7728333574070742
87be71920ffffff,0.7720496456241551
87be70bacffffff,0.7705900269190644
87be62730ffffff,0.770134067405202
87be75244ffffff,0.7700725562693781
87be62752ffffff,0.7693083294686992
87be7570effffff,0.7681515853982696
87be70854ffffff,0.7661349916948978
87be75601ffffff,0.7650591831576308
87be756ceffffff,0.764543407939702
87be752e2ffffff,0.7644272833834507
87be71b08ffffff,0.7637784902442797
87be75492ffffff,0.7631590946843323
87be7094affffff,0.7628807179371262
87be62584ffffff,0.7616515170260436
87be62399ffffff,0.76155356184634
87be7509bffffff,0.7612042609134924
87be62754ffffff,0.7581398951144173
87be71d33ffffff,0.757764157648231
87be742a4ffffff,0.7561060476596172
87be62ac2ffffff,0.7559512516290886
87be7421effffff,0.7556621451178569
87be70b76ffffff,0.753977786716959
87be71d69ffffff,0.7529322296493269
87be6208cffffff,0.7526258974495726
87be6209dffffff,0.7525985348656073
87be75619ffffff,0.7522473822635769
87be71b02ffffff,0.7513391261797754
87be71122ffffff,0.7512616409574421
87be62480ffffff,0.751048298879973
87be75209ffffff,0.7508150238470249
87be75720ffffff,0.7502114543853494
87be7562bffffff,0.7497718179985052
87be62c92ffffff,0.7487006214615659
87be71860ffffff,0.7486737314255479
87be6248affffff,0.74799337041279
87be74284ffffff,0.7479418573682318
87be62475ffffff,0.7474392770814335
87be75423ffffff,0.7472199815853001
87be62116ffffff,0.7468880096892494
87be702f2ffffff,0.7460216945594527
87be6208effffff,0.7452087526551855
87be75495ffffff,0.7448356347904624
87be620a8ffffff,0.7448293237738918
87be74213ffffff,0.7447770200248733
87be75600ffffff,0.7400289271286445
87be70176ffffff,0.739950645881677
87be7574bffffff,0.739594707019623
87be6202affffff,0.7380479763959538
87be620a3ffffff,0.7370534864075068
87be752deffffff,0.7364524931220904
87be75cd9ffffff,0.7364212612357304
87be74776ffffff,0.7363711202859977
87be703adffffff,0.7358634339362968
87be6238bffffff,0.7349672835442438
87be62088ffffff,0.7346164949072784
87be70a89ffffff,0.7333790155331332
87be7015bffffff,0.7316896064389573
87be62492ffffff,0.7315912517293832
87be621a5ffffff,0.7312113314571645
87be6218bffffff,0.7310267509122389
87be62552ffffff,0.7309058247853756
87be74232ffffff,0.730673975607331
87be62585ffffff,0.7303639918849866
87be70873ffffff,0.7285863441204582
87be71d53ffffff,0.7285117284478521
87be62391ffffff,0.7274460362724455
87be7509effffff,0.7273227502288949
87be756b5ffffff,0.7272488435047911
87be62628ffffff,0.726163870209889
87be62762ffffff,0.7243853695157596
87be70969ffffff,0.7235769920378938
87be756d9ffffff,0.7232855305599623
87be62c4bffffff,0.7226247832213798
87be71982ffffff,0.7223971381438259
87be7031affffff,0.7216398852005018
87be70805ffffff,0.7215655676032329
87be75250ffffff,0.7215143972364468
87be742dbffffff,0.7214764405415423
87be75213ffffff,0.7214046381932494
87be740a9ffffff,0.720897284677064
87be71da2ffffff,0.7192120543498987
87be74708ffffff,0.7185967600654389
87be62ad5ffffff,0.7181663212509757
87be7518bffffff,0.7181663212509757
87be756f5ffffff,0.7176577391662319
87be71845ffffff,0.71677287892985
87be62082ffffff,0.7157951001755577
87be740f4ffffff,0.7144065215444807
87be7428dffffff,0.7140062673702571
87be740d6ffffff,0.7127939583383527
87be7539bffffff,0.7121402625468471
87be75012ffffff,0.7118955012720326
87be70b83ffffff,0.7115066965176912
87be74772ffffff,0.7112332129278205
87be71d52ffffff,0.710836932705063
87be62156ffffff,0.7107707653198083
87be75398ffffff,0.7083316253176173
87be754a6ffffff,0.707937526148551
87be742c9ffffff,0.7065298855904697
87be74764ffffff,0.7064574536141669
87be620f6ffffff,0.706434762747476
87be71c64ffffff,0.7062604150295473
87be755abffffff,0.7062402372483326
87be742f3ffffff,0.7055970994841421
87be625b6ffffff,0.7055258211318702
87be62ae3ffffff,0.705414447477895
87be751b2ffffff,0.705414447477895
87be6259cffffff,0.7053905936619751
87be70323ffffff,0.7039891793721166
87be70a99ffffff,0.7025540777307332
87be75093ffffff,0.7019297963751674
87be740e4ffffff,0.7015186447894078
87be62436ffffff,0.7013385820261927
87be702d0ffffff,0.7012615704124706
87be620a2ffffff,0.7011201463625549
87be75623ffffff,0.7007902058426139
87be719b3ffffff,0.6995370495240603
87be75ce1ffffff,0.6987085729335694
87be74255ffffff,0.6987085729335694
87be74242ffffff,0.6987085729335694
87be7501effffff,0.6987085729335694
87be756e8ffffff,0.6986980069211638
87be6262affffff,0.6977230112382313
87be71dadffffff,0.6969231991801557
87be75405ffffff,0.6969224153198134
87be75099ffffff,0.6966157954226475
87be6260dffffff,0.6965088475885157
87be71525ffffff,0.6957853012772225
87be7472effffff,0.6953735332109721
87be7526dffffff,0.6943621533485448
87be75083ffffff,0.6943416635532074
87be75748ffffff,0.6926570180811811
87be70856ffffff,0.6926432836836679
87be75671ffffff,0.6922658239379452
87be751aaffffff,0.6917617178165306
87be75564ffffff,0.6917617178165306
87be75c5bffffff,0.6917617178165306
87be75c40ffffff,0.6917617178165306
87be62c9bffffff,0.6917617178165306
87be70b84ffffff,0.6915980218397566
87be74773ffffff,0.6906536454229334
87be7065dffffff,0.6905432085371038
87be71dacffffff,0.689537950413807
87be7195dffffff,0.6887247615538494
87be75252ffffff,0.6868511955003745
87be70326ffffff,0.6866863119527086
87be620d5ffffff,0.6865831602187275
87be756ddffffff,0.6862614345546598
87be74212ffffff,0.6861690912870511
87be62621ffffff,0.6853972267173081
87be624d1ffffff,0.6845608289194338
87be45215ffffff,0.6845559148223991
87be75188ffffff,0.6845559148223991
87be75c44ffffff,0.6845559148223991
87be75cc8ffffff,0.6845559148223991
87be74204ffffff,0.6845559148223991
87be75015ffffff,0.6845559148223991
87be70608ffffff,0.6845559148223991
87be743a9ffffff,0.6845559148223991
87be75189ffffff,0.6845559148223991
87be75c72ffffff,0.6845559148223991
87be75565ffffff,0.6845559148223991
87be75016ffffff,0.6845559148223991
87be71931ffffff,0.6843341002666863
87be75420ffffff,0.6837173975128226
87be75520ffffff,0.6831981736099351
87be71d0cffffff,0.6831312900202536
87be71993ffffff,0.6826024927777573
87be6eab5ffffff,0.6817044096768626
87be74263ffffff,0.6810463494913062
87be70076ffffff,0.6802731299827839
87be711b6ffffff,0.6796904094702453
87be74766ffffff,0.6795886436030633
87be620b3ffffff,0.6790815770627368
87be70322ffffff,0.6790550883005804
87be7566bffffff,0.6788525595407979
87be70a8affffff,0.6780634738720764
87be750d6ffffff,0.6780007346523773
87be743aaffffff,0.6777204014628836
87be7508effffff,0.6776797546912104
87be625aeffffff,0.6776088567252962
87be62654ffffff,0.6773249338037478
87be7552cffffff,0.6770711091341325
87be742e3ffffff,0.6770711091341325
87be74226ffffff,0.6770711091341325
87be74233ffffff,0.6770711091341325
87be62c99ffffff,0.6770711091341325
87be66731ffffff,0.6770711091341325
87be75cc9ffffff,0.6770711091341325
87be70653ffffff,0.6770711091341325
87be62af5ffffff,0.6770711091341325
87be75cc3ffffff,0.6770711091341325
87be751b6ffffff,0.6770711091341325
87be74222ffffff,0.6770711091341325
87be68759ffffff,0.6770711091341325
87be62af3ffffff,0.6770711091341325
87be74d48ffffff,0.6770711091341325
87be75399ffffff,0.6770711091341325
87be743a8ffffff,0.6770711091341325
87be62ae2ffffff,0.6770711091341325
87be74250ffffff,0.6770711091341325
87be75ccbffffff,0.6770711091341325
87be7509cffffff,0.6770711091341325
87be75591ffffff,0.6770293265295473
87be71854ffffff,0.6767035031178358
87be708d8ffffff,0.6766615146452695
87be74753ffffff,0.6766430779594099
87be74724ffffff,0.6763598189822961
87be66733ffffff,0.6763383508205861
87be750aaffffff,0.6762938595979175
87be6240bffffff,0.6752833918723682
87be62ac3ffffff,0.6752550117227192
87be70b20ffffff,0.6752363900006048
87be7539dffffff,0.6749453744422402
87be70675ffffff,0.6743146630894299
87be75599ffffff,0.674219455223269
87be7561bffffff,0.6736471583830453
87be71842ffffff,0.6735551184404016
87be75503ffffff,0.6734216927045569
87be702d4ffffff,0.6728459622741316
87be700d1ffffff,0.6723042384804035
87be62036ffffff,0.6718235496250311
87be755b0ffffff,0.6716992173356744
87be7524effffff,0.6716291452294075
87be624deffffff,0.6715604803721804
87be70643ffffff,0.6709726525129939
87be70960ffffff,0.6708529895900472
87be708e0ffffff,0.6708491221128584
87be624d8ffffff,0.6707938029521721
87be719a6ffffff,0.6705349834996811
87be62188ffffff,0.6705277601303317
87be70953ffffff,0.669918867019107
87be75524ffffff,0.6697020613019928
87be752ccffffff,0.6694681623963648
87be62c85ffffff,0.6692848219674639
87be750b1ffffff,0.6692848219674639
87be74245ffffff,0.6692848219674639
87be75098ffffff,0.6692848219674639
87be74262ffffff,0.6692848219674639
87be7552dffffff,0.6692848219674639
87be74230ffffff,0.6692848219674639
87be70644ffffff,0.6692848219674639
87be74236ffffff,0.6692848219674639
87be75266ffffff,0.6692848219674639
87be74251ffffff,0.6692848219674639
87be750f6ffffff,0.6692848219674639
87be74224ffffff,0.6692848219674639
87be74234ffffff,0.6692848219674639
87be62ac0ffffff,0.6692848219674639
87be6292dffffff,0.6692848219674639
87be75560ffffff,0.6692848219674639
87be62c98ffffff,0.6692848219674639
87be750a9ffffff,0.6692848219674639
87be68758ffffff,0.6692848219674639
87be75421ffffff,0.6692848219674639
87be742c0ffffff,0.6692848219674639
87be750a8ffffff,0.6692848219674639
87be706edffffff,0.6692848219674639
87be7551affffff,0.6692848219674639
87be7501cffffff,0.6692848219674639
87be70a9bffffff,0.668910342640156
87be62586ffffff,0.668718201592144
87be70a8bffffff,0.6685939748975673
87be752b3ffffff,0.6683013230565066
87be740c6ffffff,0.6680893335429081
87be71d19ffffff,0.6677304210773165
87be71c88ffffff,0.6675917124140163
87be71846ffffff,0.6674283618358091
87be75505ffffff,0.6673937242280935
87be75436ffffff,0.6670712263255458
87be70964ffffff,0.66674122775691
87be70833ffffff,0.6660121707661036
87be7408affffff,0.6659599983690461
87be740d2ffffff,0.6651356457439279
87be74725ffffff,0.6645163317635906
87be70872ffffff,0.6641654046436325
87be45206ffffff,0.6635551138239056
87be70140ffffff,0.6630914844890721
87be620f0ffffff,0.6627117281184648
87be7032effffff,0.6624926607829547
87be62113ffffff,0.6621619633050381
87be660d3ffffff,0.6620943243181607
87be7528bffffff,0.6618806684955979
87be75c8affffff,0.6616068443884923
87be75504ffffff,0.6616068443884923
87be71163ffffff,0.6611717434749844
87be742c3ffffff,0.6611717434749844
87be7420bffffff,0.6611717434749844
87be7552effffff,0.6611717434749844
87be74285ffffff,0.6611717434749844
87be74223ffffff,0.6611717434749844
87be75c33ffffff,0.6611717434749844
87be743abffffff,0.6611717434749844
87be75ceeffffff,0.6611717434749844
87be74220ffffff,0.6611717434749844
87be62ad1ffffff,0.6611717434749844
87be7501affffff,0.6611717434749844
87be74360ffffff,0.6611717434749844
87be742e5ffffff,0.6611717434749844
87be62ac6ffffff,0.6611717434749844
87be6aab5ffffff,0.6611717434749844
87be74260ffffff,0.6611717434749844
87be6bc0cffffff,0.6611717434749844
87be742c2ffffff,0.6611717434749844
87be74218ffffff,0.6611717434749844
87be6292cffffff,0.6611717434749844
87be742e0ffffff,0.6611717434749844
87be75cd8ffffff,0.6611717434749844
87be75000ffffff,0.6611717434749844
87be7518cffffff,0.6611717434749844
87be75c13ffffff,0.6611717434749844
87be739b5ffffff,0.6611717434749844
87be74241ffffff,0.6611717434749844
87be70652ffffff,0.6611717434749844
87be75c8effffff,0.6611717434749844
87be7519effffff,0.6611717434749844
87be75566ffffff,0.6611717434749844
87be75002ffffff,0.6611717434749844
87be742f1ffffff,0.6611717434749844
87be742adffffff,0.6611717434749844
87be75194ffffff,0.6611717434749844
87be74996ffffff,0.6611717434749844
87be75528ffffff,0.6611717434749844
87be71866ffffff,0.6609701925860065
87be70673ffffff,0.6609429811073562
87be622d6ffffff,0.6599787969244778
87be740c0ffffff,0.6598735875525545
87be7509affffff,0.6597017715532104
87be75ce2ffffff,0.6596387417095905
87be742cdffffff,0.6590745317072573
87be7542cffffff,0.6589868295341456
87be75c22ffffff,0.6588627107136817
87be70badffffff,0.6586756967208615
87be7558dffffff,0.6584342418027347
87be62cdaffffff,0.6573493370222084
87be75522ffffff,0.6572062907724507
87be62629ffffff,0.6569150662493696
87be70641ffffff,0.6567769407547931
87be6819cffffff,0.6563624485407457
87be74098ffffff,0.6557895292689744
87be6208dffffff,0.6551903764238426
87be75c32ffffff,0.6541602288776384
87be73925ffffff,0.6537236788184883
87be7421affffff,0.6530211082609965
87be62928ffffff,0.6527032364276951
87be742c5ffffff,0.6527032364276951
87be75084ffffff,0.6527032364276951
87be7065bffffff,0.6527032364276951
87be75c00ffffff,0.6527032364276951
87be75ce8ffffff,0.6527032364276951
87be7551dffffff,0.6527032364276951
87be75006ffffff,0.6527032364276951
87be6875dffffff,0.6527032364276951
87be743adffffff,0.6527032364276951
87be706e9ffffff,0.6527032364276951
87be7508cffffff,0.6527032364276951
87be75c18ffffff,0.6527032364276951
87be75534ffffff,0.6527032364276951
87be74992ffffff,0.6527032364276951
87be74389ffffff,0.6527032364276951
87be74265ffffff,0.6527032364276951
87be750abffffff,0.6527032364276951
87be75d9affffff,0.6527032364276951
87be75c86ffffff,0.6527032364276951
87be742e1ffffff,0.6527032364276951
87be75c71ffffff,0.6527032364276951
87be752d8ffffff,0.6527032364276951
87be75c81ffffff,0.6527032364276951
87be739b6ffffff,0.6527032364276951
87be7060cffffff,0.6527032364276951
87be7424dffffff,0.6527032364276951
87be7519affffff,0.6527032364276951
87be75ce0ffffff,0.6527032364276951
87be74369ffffff,0.6527032364276951
87be75085ffffff,0.6527032364276951
87be74361ffffff,0.6527032364276951
87be7436effffff,0.6527032364276951
87be742f0ffffff,0.6527032364276951
87be75011ffffff,0.6527032364276951
87be742eaffffff,0.6527032364276951
87be7426affffff,0.6527032364276951
87be74235ffffff,0.6527032364276951
87be62ac4ffffff,0.6527032364276951
87be62af1ffffff,0.6527032364276951
87be74219ffffff,0.6527032364276951
87be71161ffffff,0.6527032364276951
87be6661cffffff,0.6527032364276951
87be75d9dffffff,0.6527032364276951
87be750aeffffff,0.6527032364276951
87be7550effffff,0.6527032364276951
87be70654ffffff,0.6527032364276951
87be7425effffff,0.6527032364276951
87be75cadffffff,0.6527032364276951
87be75ca6ffffff,0.6527032364276951
87be74385ffffff,0.6527032364276951
87be7431affffff,0.6527032364276951
87be750a5ffffff,0.6527032364276951
87be70768ffffff,0.6518291768645285
87be75726ffffff,0.6517907806528446
87be7064effffff,0.6511081372330804
87be7550bffffff,0.6511081372330804
87be71864ffffff,0.6510044317645751
87be7094effffff,0.6506418807365568
87be6661effffff,0.6506418807365568
87be70658ffffff,0.6504199105748629
87be63243ffffff,0.6502901662822934
87be75c2affffff,0.6502901662822934
